s_id	sentence	target_tags	opinion_words_tags
train-209	I highly recommend the Sophia pizza .	I\O highly\O recommend\O the\O Sophia\B pizza\I .\O	I\O highly\O recommend\B the\O Sophia\O pizza\O .\O
train-210	I tend to judge a sushi restaurant by its sea urchin , which was heavenly at sushi rose .	I\O tend\O to\O judge\O a\O sushi\O restaurant\O by\O its\O sea\B urchin\I ,\O which\O was\O heavenly\O at\O sushi\O rose\O .\O	I\O tend\O to\O judge\O a\O sushi\O restaurant\O by\O its\O sea\O urchin\O ,\O which\O was\O heavenly\B at\O sushi\O rose\O .\O
train-211	If you do n't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .	If\O you\O do\O n't\O mind\O pre-sliced\O low\O quality\O fish\B ,\O unfriendly\O staff\O and\O a\O sushi\O chef\O that\O looks\O like\O he\O is\O miserable\O then\O this\O is\O your\O place\O .\O	If\O you\O do\O n't\O mind\O pre-sliced\O low\B quality\I fish\O ,\O unfriendly\O staff\O and\O a\O sushi\O chef\O that\O looks\O like\O he\O is\O miserable\O then\O this\O is\O your\O place\O .\O
train-212	If you do n't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .	If\O you\O do\O n't\O mind\O pre-sliced\O low\O quality\O fish\O ,\O unfriendly\O staff\B and\O a\O sushi\O chef\O that\O looks\O like\O he\O is\O miserable\O then\O this\O is\O your\O place\O .\O	If\O you\O do\O n't\O mind\O pre-sliced\O low\O quality\O fish\O ,\O unfriendly\B staff\O and\O a\O sushi\O chef\O that\O looks\O like\O he\O is\O miserable\O then\O this\O is\O your\O place\O .\O
train-213	If you do n't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .	If\O you\O do\O n't\O mind\O pre-sliced\O low\O quality\O fish\O ,\O unfriendly\O staff\O and\O a\O sushi\B chef\I that\O looks\O like\O he\O is\O miserable\O then\O this\O is\O your\O place\O .\O	If\O you\O do\O n't\O mind\O pre-sliced\O low\O quality\O fish\O ,\O unfriendly\O staff\O and\O a\O sushi\O chef\O that\O looks\O like\O he\O is\O miserable\B then\O this\O is\O your\O place\O .\O
train-214	Their tuna tartar appetizer is to die for .	Their\O tuna\B tartar\I appetizer\I is\O to\O die\O for\O .\O	Their\O tuna\O tartar\O appetizer\O is\O to\O die\B for\I .\O
train-215	You should pass on the calamari .	You\O should\O pass\O on\O the\O calamari\B .\O	You\O should\O pass\B on\O the\O calamari\O .\O
train-216	Service was very good - prompt , attentive and non-intrusive .	Service\B was\O very\O good\O -\O prompt\O ,\O attentive\O and\O non-intrusive\O .\O	Service\O was\O very\O good\B -\O prompt\B ,\O attentive\B and\O non-intrusive\B .\O
train-217	Warning : You may find it difficult to dine at other Japanese restaurants after a visit to Mizu !	Warning\O :\O You\O may\O find\O it\O difficult\O to\O dine\O at\O other\O Japanese\O restaurants\O after\O a\O visit\O to\O Mizu\B !\O	Warning\O :\O You\O may\O find\O it\O difficult\B to\O dine\O at\O other\O Japanese\O restaurants\O after\O a\O visit\O to\O Mizu\O !\O
train-218	I ate here a week ago and found most dishes average at best and too expensive .	I\O ate\O here\O a\O week\O ago\O and\O found\O most\O dishes\B average\O at\O best\O and\O too\O expensive\O .\O	I\O ate\O here\O a\O week\O ago\O and\O found\O most\O dishes\O average\B at\O best\O and\O too\B expensive\I .\O
train-219	If you 've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer .	If\O you\O 've\O ever\O been\O along\O the\O river\O in\O Weehawken\O you\O have\O an\O idea\O of\O the\O top\O of\O view\B the\O chart\O house\O has\O to\O offer\O .\O	If\O you\O 've\O ever\O been\O along\O the\O river\O in\O Weehawken\O you\O have\O an\O idea\O of\O the\O top\O of\O view\O the\O chart\O house\O has\O to\O offer\O .\O
train-220	Simply some good tasting Chinese food at incredible prices ...	Simply\O some\O good\O tasting\O Chinese\B food\I at\O incredible\O prices\O ...\O	Simply\O some\O good\B tasting\I Chinese\O food\O at\O incredible\O prices\O ...\O
train-221	Great vibe , lots of people .	Great\O vibe\B ,\O lots\O of\O people\O .\O	Great\B vibe\O ,\O lots\O of\O people\O .\O
train-222	This is a great place to take out-of-towners , and perfect for watching the sunset .	This\O is\O a\O great\O place\B to\O take\O out-of-towners\O ,\O and\O perfect\O for\O watching\O the\O sunset\O .\O	This\O is\O a\O great\B place\O to\O take\O out-of-towners\O ,\O and\O perfect\O for\O watching\O the\O sunset\O .\O
train-223	Rao 's has the best service and atmosphere in NYC .	Rao\O 's\O has\O the\O best\O service\B and\O atmosphere\O in\O NYC\O .\O	Rao\O 's\O has\O the\O best\B service\O and\O atmosphere\O in\O NYC\O .\O
train-224	Rao 's has the best service and atmosphere in NYC .	Rao\O 's\O has\O the\O best\O service\O and\O atmosphere\B in\O NYC\O .\O	Rao\O 's\O has\O the\O best\B service\O and\O atmosphere\O in\O NYC\O .\O
train-225	I am reluctant to write because I would not want my jem of a pizza place to become overcrowded .	I\O am\O reluctant\O to\O write\O because\O I\O would\O not\O want\O my\O jem\O of\O a\O pizza\B place\I to\O become\O overcrowded\O .\O	I\O am\O reluctant\O to\O write\O because\O I\O would\O not\O want\O my\O jem\O of\O a\O pizza\O place\O to\O become\O overcrowded\B .\O
train-226	The food is okay and the prices here are mediocre .	The\O food\B is\O okay\O and\O the\O prices\O here\O are\O mediocre\O .\O	The\O food\O is\O okay\B and\O the\O prices\O here\O are\O mediocre\O .\O
train-227	The svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !	The\O svc\B can\O be\O a\O bit\O rude\O at\O times\O ,\O esp\O if\O you\O have\O big\O group\O ,\O but\O overall\O the\O restaurant\O is\O a\O must\O !\O	The\O svc\O can\O be\O a\O bit\O rude\B at\O times\O ,\O esp\O if\O you\O have\O big\O group\O ,\O but\O overall\O the\O restaurant\O is\O a\O must\O !\O
train-228	The svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !	The\O svc\O can\O be\O a\O bit\O rude\O at\O times\O ,\O esp\O if\O you\O have\O big\O group\O ,\O but\O overall\O the\O restaurant\B is\O a\O must\O !\O	The\O svc\O can\O be\O a\O bit\O rude\O at\O times\O ,\O esp\O if\O you\O have\O big\O group\O ,\O but\O overall\O the\O restaurant\O is\O a\O must\B !\O
train-229	Wait staff is blantently unappreciative of your business but its the best pie on the UWS !	Wait\B staff\I is\O blantently\O unappreciative\O of\O your\O business\O but\O its\O the\O best\O pie\O on\O the\O UWS\O !\O	Wait\O staff\O is\O blantently\O unappreciative\B of\O your\O business\O but\O its\O the\O best\O pie\O on\O the\O UWS\O !\O
train-230	Wait staff is blantently unappreciative of your business but its the best pie on the UWS !	Wait\O staff\O is\O blantently\O unappreciative\O of\O your\O business\O but\O its\O the\O best\O pie\B on\O the\O UWS\O !\O	Wait\O staff\O is\O blantently\O unappreciative\O of\O your\O business\O but\O its\O the\O best\B pie\O on\O the\O UWS\O !\O
train-231	This place is always packed .	This\O place\B is\O always\O packed\O .\O	This\O place\O is\O always\O packed\B .\O
train-232	It was the first place we ate on our first trip to New York , and it will be the last place we stop as we head out of town on our next trip to New York .	It\O was\O the\O first\O place\O we\O ate\O on\O our\O first\O trip\O to\O New\O York\O ,\O and\O it\O will\O be\O the\O last\O place\B we\O stop\O as\O we\O head\O out\O of\O town\O on\O our\O next\O trip\O to\O New\O York\O .\O	It\O was\O the\O first\O place\O we\O ate\O on\O our\O first\O trip\O to\O New\O York\O ,\O and\O it\O will\O be\O the\O last\O place\O we\O stop\O as\O we\O head\O out\O of\O town\O on\O our\O next\O trip\O to\O New\O York\O .\O
train-233	But the pizza is way to expensive .	But\O the\O pizza\B is\O way\O to\O expensive\O .\O	But\O the\O pizza\O is\O way\O to\O expensive\B .\O
train-234	The scallion pancakes and fried dumplings were nothing out of the ordinary .	The\O scallion\B pancakes\I and\O fried\O dumplings\O were\O nothing\O out\O of\O the\O ordinary\O .\O	The\O scallion\O pancakes\O and\O fried\O dumplings\O were\O nothing\O out\O of\O the\O ordinary\B .\O
train-235	The scallion pancakes and fried dumplings were nothing out of the ordinary .	The\O scallion\O pancakes\O and\O fried\B dumplings\I were\O nothing\O out\O of\O the\O ordinary\O .\O	The\O scallion\O pancakes\O and\O fried\O dumplings\O were\O nothing\O out\O of\O the\O ordinary\B .\O
train-236	fresh restaurant was amazing ... ... .. food was delicious and of course fresh .	fresh\B restaurant\I was\O amazing\O ...\O ...\O ..\O food\O was\O delicious\O and\O of\O course\O fresh\O .\O	fresh\B restaurant\O was\O amazing\B ...\O ...\O ..\O food\O was\O delicious\O and\O of\O course\O fresh\O .\O
train-237	fresh restaurant was amazing ... ... .. food was delicious and of course fresh .	fresh\O restaurant\O was\O amazing\O ...\O ...\O ..\O food\B was\O delicious\O and\O of\O course\O fresh\O .\O	fresh\O restaurant\O was\O amazing\O ...\O ...\O ..\O food\O was\O delicious\B and\O of\O course\O fresh\B .\O
train-238	The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .	The\O staff\B has\O been\O nice\O ,\O but\O they\O seemed\O really\O stressed\O and\O the\O unisex\O bathroom\O needs\O to\O be\O cleaned\O more\O often\O .\O	The\O staff\O has\O been\O nice\B ,\O but\O they\O seemed\O really\O stressed\B and\O the\O unisex\O bathroom\O needs\O to\O be\O cleaned\O more\O often\O .\O
train-239	The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .	The\O staff\O has\O been\O nice\O ,\O but\O they\O seemed\O really\O stressed\O and\O the\O unisex\B bathroom\I needs\O to\O be\O cleaned\O more\O often\O .\O	The\O staff\O has\O been\O nice\O ,\O but\O they\O seemed\O really\O stressed\B and\O the\O unisex\O bathroom\O needs\O to\O be\O cleaned\O more\O often\O .\O
train-240	Very affordable and excellent ambient !	Very\O affordable\O and\O excellent\O ambient\B !\O	Very\O affordable\B and\O excellent\B ambient\O !\O
train-241	We did n't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough .	We\O did\O n't\O want\O a\O bottle\O of\O bubbly\O on\O a\O weekday\O so\O we\O each\O got\O little\O bottles\B of\I Korbett\I it\O was\O just\O enough\O .\O	We\O did\O n't\O want\O a\O bottle\O of\O bubbly\O on\O a\O weekday\O so\O we\O each\O got\O little\O bottles\O of\O Korbett\O it\O was\O just\O enough\B .\O
train-242	The sake menu should not be overlooked !	The\O sake\B menu\I should\O not\O be\O overlooked\O !\O	The\O sake\O menu\O should\O not\O be\O overlooked\B !\O
train-243	The duck confit is always amazing and the foie gras terrine with figs was out of this world .	The\O duck\O confit\O is\O always\O amazing\O and\O the\O foie\B gras\I terrine\I with\I figs\I was\O out\O of\O this\O world\O .\O	The\O duck\O confit\O is\O always\O amazing\O and\O the\O foie\O gras\O terrine\O with\O figs\O was\O out\B of\I this\I world\I .\O
train-244	The duck confit is always amazing and the foie gras terrine with figs was out of this world .	The\O duck\B confit\I is\O always\O amazing\O and\O the\O foie\O gras\O terrine\O with\O figs\O was\O out\O of\O this\O world\O .\O	The\O duck\O confit\O is\O always\O amazing\B and\O the\O foie\O gras\O terrine\O with\O figs\O was\O out\O of\O this\O world\O .\O
train-245	I would recommend Roxy 's for that , but not for their food .	I\O would\O recommend\O Roxy\O 's\O for\O that\O ,\O but\O not\O for\O their\O food\B .\O	I\O would\O recommend\B Roxy\O 's\O for\O that\O ,\O but\O not\O for\O their\O food\O .\O
train-246	Problem is nothing at Prune is particularly memorable .	Problem\O is\O nothing\O at\O Prune\B is\O particularly\O memorable\O .\O	Problem\O is\O nothing\O at\O Prune\O is\O particularly\O memorable\B .\O
train-247	We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .	We\O went\O here\O for\O lunch\O a\O couple\O of\O weeks\O ago\O on\O a\O Saturday\O ,\O and\O I\O was\O thoroughly\O impressed\O with\O the\O food\B .\O	We\O went\O here\O for\O lunch\O a\O couple\O of\O weeks\O ago\O on\O a\O Saturday\O ,\O and\O I\O was\O thoroughly\O impressed\B with\O the\O food\O .\O
train-248	Try the lobster teriyaki and the rose special roll .	Try\O the\O lobster\B teriyaki\I and\O the\O rose\O special\O roll\O .\O	Try\O the\O lobster\O teriyaki\O and\O the\O rose\O special\O roll\O .\O
train-249	Try the lobster teriyaki and the rose special roll .	Try\O the\O lobster\O teriyaki\O and\O the\O rose\B special\I roll\I .\O	Try\O the\O lobster\O teriyaki\O and\O the\O rose\O special\O roll\O .\O
train-250	After dinner the manager grabbed my boyfriend , asked him : Where are you from ... maybe you dont know how things work in America ... and in the end stormed away almost teareyed yelling that tips are the only thing they survive on .	After\O dinner\O the\O manager\B grabbed\O my\O boyfriend\O ,\O asked\O him\O :\O Where\O are\O you\O from\O ...\O maybe\O you\O dont\O know\O how\O things\O work\O in\O America\O ...\O and\O in\O the\O end\O stormed\O away\O almost\O teareyed\O yelling\O that\O tips\O are\O the\O only\O thing\O they\O survive\O on\O .\O	After\O dinner\O the\O manager\O grabbed\O my\O boyfriend\O ,\O asked\O him\O :\O Where\O are\O you\O from\O ...\O maybe\O you\O dont\O know\O how\O things\O work\O in\O America\O ...\O and\O in\O the\O end\O stormed\O away\O almost\O teareyed\O yelling\O that\O tips\O are\O the\O only\O thing\O they\O survive\O on\O .\O
train-251	whoever the jazz duo was , they were on POINT .	whoever\O the\O jazz\B duo\I was\O ,\O they\O were\O on\O POINT\O .\O	whoever\O the\O jazz\O duo\O was\O ,\O they\O were\O on\B POINT\I .\O
train-252	Service was prompt and courteous .	Service\B was\O prompt\O and\O courteous\O .\O	Service\O was\O prompt\B and\O courteous\B .\O
train-253	The decor is night tho ... but they REALLY need to clean that vent in the ceiling ... its quite un-appetizing , and kills your effort to make this place look sleek and modern .	The\O decor\O is\O night\O tho\O ...\O but\O they\O REALLY\O need\O to\O clean\O that\O vent\O in\O the\O ceiling\O ...\O its\O quite\O un-appetizing\O ,\O and\O kills\O your\O effort\O to\O make\O this\O place\B look\O sleek\O and\O modern\O .\O	The\O decor\O is\O night\O tho\O ...\O but\O they\O REALLY\O need\O to\O clean\O that\O vent\O in\O the\O ceiling\O ...\O its\O quite\O un-appetizing\O ,\O and\O kills\O your\O effort\O to\O make\O this\O place\O look\O sleek\B and\O modern\B .\O
train-254	The decor is night tho ... but they REALLY need to clean that vent in the ceiling ... its quite un-appetizing , and kills your effort to make this place look sleek and modern .	The\O decor\B is\O night\O tho\O ...\O but\O they\O REALLY\O need\O to\O clean\O that\O vent\O in\O the\O ceiling\O ...\O its\O quite\O un-appetizing\O ,\O and\O kills\O your\O effort\O to\O make\O this\O place\O look\O sleek\O and\O modern\O .\O	The\O decor\O is\O night\B tho\O ...\O but\O they\O REALLY\O need\O to\O clean\O that\O vent\O in\O the\O ceiling\O ...\O its\O quite\O un-appetizing\O ,\O and\O kills\O your\O effort\O to\O make\O this\O place\O look\O sleek\O and\O modern\O .\O
train-255	The decor is night tho ... but they REALLY need to clean that vent in the ceiling ... its quite un-appetizing , and kills your effort to make this place look sleek and modern .	The\O decor\O is\O night\O tho\O ...\O but\O they\O REALLY\O need\O to\O clean\O that\O vent\B in\O the\O ceiling\O ...\O its\O quite\O un-appetizing\O ,\O and\O kills\O your\O effort\O to\O make\O this\O place\O look\O sleek\O and\O modern\O .\O	The\O decor\O is\O night\O tho\O ...\O but\O they\O REALLY\O need\O to\O clean\O that\O vent\O in\O the\O ceiling\O ...\O its\O quite\O un-appetizing\B ,\O and\O kills\O your\O effort\O to\O make\O this\O place\O look\O sleek\O and\O modern\O .\O
train-256	The food was well prepared and the service impecable .	The\O food\B was\O well\O prepared\O and\O the\O service\O impecable\O .\O	The\O food\O was\O well\B prepared\I and\O the\O service\O impecable\O .\O
train-257	The food was well prepared and the service impecable .	The\O food\O was\O well\O prepared\O and\O the\O service\B impecable\O .\O	The\O food\O was\O well\O prepared\O and\O the\O service\O impecable\B .\O
train-258	The food looked very appetizing and delicious since it came on a variety of fancy plates .	The\O food\B looked\O very\O appetizing\O and\O delicious\O since\O it\O came\O on\O a\O variety\O of\O fancy\O plates\O .\O	The\O food\O looked\O very\O appetizing\B and\O delicious\B since\O it\O came\O on\O a\O variety\O of\O fancy\O plates\O .\O
train-259	I was very disappointed with this restaurant .	I\O was\O very\O disappointed\O with\O this\O restaurant\B .\O	I\O was\O very\O disappointed\B with\O this\O restaurant\O .\O
train-260	Myagi is one of my favorite restaurants in the City ; the place the negative reviews describe sound like they were somewhere else .	Myagi\B is\O one\O of\O my\O favorite\O restaurants\O in\O the\O City\O ;\O the\O place\O the\O negative\O reviews\O describe\O sound\O like\O they\O were\O somewhere\O else\O .\O	Myagi\O is\O one\O of\O my\O favorite\B restaurants\O in\O the\O City\O ;\O the\O place\O the\O negative\O reviews\O describe\O sound\O like\O they\O were\O somewhere\O else\O .\O
train-261	I had the best ravioli ever .	I\O had\O the\O best\O ravioli\B ever\O .\O	I\O had\O the\O best\B ravioli\O ever\O .\O
train-262	Toons has recently been redone , so it 's now a very attractive space .	Toons\B has\O recently\O been\O redone\O ,\O so\O it\O 's\O now\O a\O very\O attractive\O space\O .\O	Toons\O has\O recently\O been\O redone\O ,\O so\O it\O 's\O now\O a\O very\O attractive\B space\O .\O
train-263	If we were to move from the upper east side , we would genuinely miss this restaurant .	If\O we\O were\O to\O move\O from\O the\O upper\O east\O side\O ,\O we\O would\O genuinely\O miss\O this\O restaurant\B .\O	If\O we\O were\O to\O move\O from\O the\O upper\O east\O side\O ,\O we\O would\O genuinely\O miss\B this\O restaurant\O .\O
train-264	The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .	The\O food\B is\O a\O diamond\O in\O rough\O --\O the\O food\O is\O delicious\O and\O homemade\O with\O the\O perfect\O balance\O of\O herbs\O and\O tomatoes\O .\O	The\O food\O is\O a\O diamond\B in\O rough\O --\O the\O food\O is\O delicious\O and\O homemade\O with\O the\O perfect\O balance\O of\O herbs\O and\O tomatoes\O .\O
train-265	The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .	The\O food\O is\O a\O diamond\O in\O rough\O --\O the\O food\O is\O delicious\O and\O homemade\O with\O the\O perfect\O balance\B of\I herbs\I and\I tomatoes\I .\O	The\O food\O is\O a\O diamond\O in\O rough\O --\O the\O food\O is\O delicious\O and\O homemade\O with\O the\O perfect\B balance\O of\O herbs\O and\O tomatoes\O .\O
train-266	if you 're daring , try the balsamic vinegar over icecream , it 's wonderful !	if\O you\O 're\O daring\O ,\O try\O the\O balsamic\B vinegar\I over\I icecream\I ,\O it\O 's\O wonderful\O !\O	if\O you\O 're\O daring\O ,\O try\B the\O balsamic\O vinegar\O over\O icecream\O ,\O it\O 's\O wonderful\B !\O
train-267	The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal	The\O restaurant\O is\O a\O bit\O noisy\O but\O that\O is\O something\O that\O can\O be\O overlooked\O once\O you\O sit\O down\O and\O enjoy\O a\O great\O meal\B	The\O restaurant\O is\O a\O bit\O noisy\O but\O that\O is\O something\O that\O can\O be\O overlooked\O once\O you\O sit\O down\O and\O enjoy\B a\O great\B meal\O
train-268	The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal	The\O restaurant\B is\O a\O bit\O noisy\O but\O that\O is\O something\O that\O can\O be\O overlooked\O once\O you\O sit\O down\O and\O enjoy\O a\O great\O meal\O	The\O restaurant\O is\O a\O bit\O noisy\B but\O that\O is\O something\O that\O can\O be\O overlooked\O once\O you\O sit\O down\O and\O enjoy\O a\O great\O meal\O
train-269	The food is great and reasonably priced .	The\O food\B is\O great\O and\O reasonably\O priced\O .\O	The\O food\O is\O great\B and\O reasonably\B priced\I .\O
train-270	The staff offers impeccable service .	The\O staff\B offers\O impeccable\O service\O .\O	The\O staff\O offers\O impeccable\B service\O .\O
train-271	Drinks way over priced .	Drinks\B way\O over\O priced\O .\O	Drinks\O way\O over\B priced\I .\O
train-272	Whether it 's the parmesean porcini souffle or the lamb glazed with balsamic vinegar , you will surely be transported to Northern Italy with one bite .	Whether\O it\O 's\O the\O parmesean\B porcini\I souffle\I or\O the\O lamb\O glazed\O with\O balsamic\O vinegar\O ,\O you\O will\O surely\O be\O transported\O to\O Northern\O Italy\O with\O one\O bite\O .\O	Whether\O it\O 's\O the\O parmesean\O porcini\O souffle\O or\O the\O lamb\O glazed\O with\O balsamic\O vinegar\O ,\O you\O will\O surely\O be\O transported\O to\O Northern\O Italy\O with\O one\O bite\O .\O
train-273	Whether it 's the parmesean porcini souffle or the lamb glazed with balsamic vinegar , you will surely be transported to Northern Italy with one bite .	Whether\O it\O 's\O the\O parmesean\O porcini\O souffle\O or\O the\O lamb\B glazed\I with\I balsamic\I vinegar\I ,\O you\O will\O surely\O be\O transported\O to\O Northern\O Italy\O with\O one\O bite\O .\O	Whether\O it\O 's\O the\O parmesean\O porcini\O souffle\O or\O the\O lamb\O glazed\O with\O balsamic\O vinegar\O ,\O you\O will\O surely\O be\O transported\O to\O Northern\O Italy\O with\O one\O bite\O .\O
train-274	not sure why this restaurant would be rated that highly .	not\O sure\O why\O this\O restaurant\B would\O be\O rated\O that\O highly\O .\O	not\O sure\O why\O this\O restaurant\O would\O be\O rated\O that\O highly\B .\O
train-275	I lOVE THIS PLACE !	I\O lOVE\O THIS\O PLACE\B !\O	I\O lOVE\B THIS\O PLACE\O !\O
train-276	Big Wong gets big Ups for a fine establishment .	Big\B Wong\I gets\O big\O Ups\O for\O a\O fine\O establishment\O .\O	Big\O Wong\O gets\O big\B Ups\I for\O a\O fine\B establishment\O .\O
train-277	Fish is so very fresh .	Fish\B is\O so\O very\O fresh\O .\O	Fish\O is\O so\O very\O fresh\B .\O
train-278	The sushi was awful !	The\O sushi\B was\O awful\O !\O	The\O sushi\O was\O awful\B !\O
train-279	I am happy i did the food was awsome .	I\O am\O happy\O i\O did\O the\O food\B was\O awsome\O .\O	I\O am\O happy\O i\O did\O the\O food\O was\O awsome\B .\O
train-280	Try the sea bass .	Try\O the\O sea\B bass\I .\O	Try\O the\O sea\O bass\O .\O
train-281	Good , fast service .	Good\O ,\O fast\O service\B .\O	Good\B ,\O fast\B service\O .\O
train-282	i happen to have a policy that goes along with a little bit of self-respect , which includes not letting a waiter intimidate me , i.e . make me feel bad asking for trivialities like water , or the check .	i\O happen\O to\O have\O a\O policy\O that\O goes\O along\O with\O a\O little\O bit\O of\O self-respect\O ,\O which\O includes\O not\O letting\O a\O waiter\B intimidate\O me\O ,\O i.e\O .\O make\O me\O feel\O bad\O asking\O for\O trivialities\O like\O water\O ,\O or\O the\O check\O .\O	i\O happen\O to\O have\O a\O policy\O that\O goes\O along\O with\O a\O little\O bit\O of\O self-respect\O ,\O which\O includes\O not\O letting\O a\O waiter\O intimidate\O me\O ,\O i.e\O .\O make\O me\O feel\O bad\B asking\O for\O trivialities\O like\O water\O ,\O or\O the\O check\O .\O
train-283	This quaint and romantic trattoria is at the top of my Manhattan restaurant list .	This\O quaint\O and\O romantic\O trattoria\B is\O at\O the\O top\O of\O my\O Manhattan\O restaurant\O list\O .\O	This\O quaint\B and\O romantic\B trattoria\O is\O at\O the\O top\O of\O my\O Manhattan\O restaurant\O list\O .\O
train-284	it 's a perfect place to have a amanzing indian food .	it\O 's\O a\O perfect\O place\O to\O have\O a\O amanzing\O indian\B food\I .\O	it\O 's\O a\O perfect\O place\O to\O have\O a\O amanzing\B indian\O food\O .\O
train-285	The portions are large and the servers always surprise us with a different starter .	The\O portions\B are\O large\O and\O the\O servers\O always\O surprise\O us\O with\O a\O different\O starter\O .\O	The\O portions\O are\O large\B and\O the\O servers\O always\O surprise\O us\O with\O a\O different\O starter\O .\O
train-286	I really liked this place .	I\O really\O liked\O this\O place\B .\O	I\O really\O liked\B this\O place\O .\O
train-287	Food was very good as well , considering that we tried the budget selection ( though I wish the pork belly that I ordered was roasted a bit longer , so that fat was more of a melt-in-your-mouth experience ) .	Food\B was\O very\O good\O as\O well\O ,\O considering\O that\O we\O tried\O the\O budget\O selection\O (\O though\O I\O wish\O the\O pork\O belly\O that\O I\O ordered\O was\O roasted\O a\O bit\O longer\O ,\O so\O that\O fat\O was\O more\O of\O a\O melt-in-your-mouth\O experience\O )\O .\O	Food\O was\O very\O good\B as\O well\O ,\O considering\O that\O we\O tried\O the\O budget\O selection\O (\O though\O I\O wish\O the\O pork\O belly\O that\O I\O ordered\O was\O roasted\O a\O bit\O longer\O ,\O so\O that\O fat\O was\O more\O of\O a\O melt-in-your-mouth\O experience\O )\O .\O
train-288	Food was very good as well , considering that we tried the budget selection ( though I wish the pork belly that I ordered was roasted a bit longer , so that fat was more of a melt-in-your-mouth experience ) .	Food\O was\O very\O good\O as\O well\O ,\O considering\O that\O we\O tried\O the\O budget\O selection\O (\O though\O I\O wish\O the\O pork\B belly\I that\O I\O ordered\O was\O roasted\O a\O bit\O longer\O ,\O so\O that\O fat\O was\O more\O of\O a\O melt-in-your-mouth\O experience\O )\O .\O	Food\O was\O very\O good\O as\O well\O ,\O considering\O that\O we\O tried\O the\O budget\O selection\O (\O though\O I\O wish\O the\O pork\O belly\O that\O I\O ordered\O was\O roasted\O a\O bit\O longer\O ,\O so\O that\O fat\O was\O more\O of\O a\O melt-in-your-mouth\O experience\O )\O .\O
train-289	But after last night , Spice Grill is the only place I 'm eating indian cuisine .	But\O after\O last\O night\O ,\O Spice\O Grill\O is\O the\O only\O place\O I\O 'm\O eating\O indian\B cuisine\I .\O	But\O after\O last\O night\O ,\O Spice\O Grill\O is\O the\O only\O place\O I\O 'm\O eating\O indian\O cuisine\O .\O
train-290	I highly recommend visiting this restaurant and having dinner and drinks !	I\O highly\O recommend\O visiting\O this\O restaurant\B and\O having\O dinner\O and\O drinks\O !\O	I\O highly\O recommend\B visiting\O this\O restaurant\O and\O having\O dinner\O and\O drinks\O !\O
train-291	The restaurant is cute but not upscale .	The\O restaurant\B is\O cute\O but\O not\O upscale\O .\O	The\O restaurant\O is\O cute\B but\O not\B upscale\I .\O
train-292	This place is so much fun .	This\O place\B is\O so\O much\O fun\O .\O	This\O place\O is\O so\O much\O fun\B .\O
train-293	The staff there is very attentive and down to earth .	The\O staff\B there\O is\O very\O attentive\O and\O down\O to\O earth\O .\O	The\O staff\O there\O is\O very\O attentive\B and\O down\B to\I earth\I .\O
train-294	The service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .	The\O service\B was\O terrible\O ,\O we\O had\O to\O wait\O for\O everything\O and\O ask\O several\O of\O different\O people\O for\O the\O same\O thing\O before\O we\O were\O allowed\O to\O be\O served\O .\O	The\O service\O was\O terrible\B ,\O we\O had\O to\O wait\O for\O everything\O and\O ask\O several\O of\O different\O people\O for\O the\O same\O thing\O before\O we\O were\O allowed\O to\O be\O served\O .\O
train-295	This is by far my favorite place in the neighborhood .	This\O is\O by\O far\O my\O favorite\O place\B in\O the\O neighborhood\O .\O	This\O is\O by\O far\O my\O favorite\B place\O in\O the\O neighborhood\O .\O
train-296	The shrimp scampi was excellent and the antipasti were plentiful .	The\O shrimp\B scampi\I was\O excellent\O and\O the\O antipasti\O were\O plentiful\O .\O	The\O shrimp\O scampi\O was\O excellent\B and\O the\O antipasti\O were\O plentiful\O .\O
train-297	The shrimp scampi was excellent and the antipasti were plentiful .	The\O shrimp\O scampi\O was\O excellent\O and\O the\O antipasti\B were\O plentiful\O .\O	The\O shrimp\O scampi\O was\O excellent\O and\O the\O antipasti\O were\O plentiful\B .\O
train-298	The food is so cheap and the waiters are nice .	The\O food\B is\O so\O cheap\O and\O the\O waiters\O are\O nice\O .\O	The\O food\O is\O so\O cheap\B and\O the\O waiters\O are\O nice\O .\O
