s_id	sentence	target_tags	opinion_words_tags
train-541	Over the years , it has always provided a pleasurable dining experience with quality food and wine .	Over\O the\O years\O ,\O it\O has\O always\O provided\O a\O pleasurable\O dining\B experience\O with\O quality\O food\O and\O wine\O .\O	Over\O the\O years\O ,\O it\O has\O always\O provided\O a\O pleasurable\B dining\O experience\O with\O quality\O food\O and\O wine\O .\O
train-542	Went on a 3 day oyster binge , with Fish bringing up the closing , and I am so glad this was the place it O trip ended , because it was so great !	Went\O on\O a\O 3\O day\O oyster\O binge\O ,\O with\O Fish\O bringing\O up\O the\O closing\O ,\O and\O I\O am\O so\O glad\O this\O was\O the\O place\B it\O O\O trip\O ended\O ,\O because\O it\O was\O so\O great\O !\O	Went\O on\O a\O 3\O day\O oyster\O binge\O ,\O with\O Fish\O bringing\O up\O the\O closing\O ,\O and\O I\O am\O so\O glad\O this\O was\O the\O place\O it\O O\O trip\O ended\O ,\O because\O it\O was\O so\O great\B !\O
train-543	Hats off to the chef .	Hats\O off\O to\O the\O chef\B .\O	Hats\B off\I to\O the\O chef\O .\O
train-544	Food is average , and I would say even the chain restaurant Baluchi 's tastes better .	Food\B is\O average\O ,\O and\O I\O would\O say\O even\O the\O chain\O restaurant\O Baluchi\O 's\O tastes\O better\O .\O	Food\O is\O average\B ,\O and\O I\O would\O say\O even\O the\O chain\O restaurant\O Baluchi\O 's\O tastes\O better\O .\O
train-545	The place is a little tight and on a cold day , the seating by the entranceway can be pretty drafty .	The\O place\O is\O a\O little\O tight\O and\O on\O a\O cold\O day\O ,\O the\O seating\B by\O the\O entranceway\O can\O be\O pretty\O drafty\O .\O	The\O place\O is\O a\O little\O tight\O and\O on\O a\O cold\O day\O ,\O the\O seating\O by\O the\O entranceway\O can\O be\O pretty\O drafty\B .\O
train-546	The place is a little tight and on a cold day , the seating by the entranceway can be pretty drafty .	The\O place\B is\O a\O little\O tight\O and\O on\O a\O cold\O day\O ,\O the\O seating\O by\O the\O entranceway\O can\O be\O pretty\O drafty\O .\O	The\O place\O is\O a\O little\O tight\B and\O on\O a\O cold\O day\O ,\O the\O seating\O by\O the\O entranceway\O can\O be\O pretty\O drafty\O .\O
train-547	My chow fun and chow see was really bland and oily .	My\O chow\B fun\I and\I chow\I see\I was\O really\O bland\O and\O oily\O .\O	My\O chow\O fun\O and\O chow\O see\O was\O really\O bland\B and\O oily\B .\O
train-548	Still , any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house ...	Still\O ,\O any\O quibbles\O about\O the\O bill\B were\O off-set\O by\O the\O pour-your-own\O measures\O of\O liquers\O which\O were\O courtesey\O of\O the\O house\O ...\O	Still\O ,\O any\O quibbles\O about\O the\O bill\O were\O off-set\B by\O the\O pour-your-own\O measures\O of\O liquers\O which\O were\O courtesey\O of\O the\O house\O ...\O
train-549	The food always tastes fresh and served promptly .	The\O food\B always\O tastes\O fresh\O and\O served\O promptly\O .\O	The\O food\O always\O tastes\O fresh\B and\O served\O promptly\O .\O
train-550	The food always tastes fresh and served promptly .	The\O food\O always\O tastes\O fresh\O and\O served\B promptly\O .\O	The\O food\O always\O tastes\O fresh\O and\O served\O promptly\B .\O
train-551	We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .	We\O went\O here\O for\O lunch\O a\O couple\O of\O weeks\O ago\O on\O a\O Saturday\O ,\O and\O I\O was\O thoroughly\O impressed\O with\O the\O food\B .\O	We\O went\O here\O for\O lunch\O a\O couple\O of\O weeks\O ago\O on\O a\O Saturday\O ,\O and\O I\O was\O thoroughly\O impressed\B with\O the\O food\O .\O
train-552	The dinner was ok , nothing I would have again .	The\O dinner\B was\O ok\O ,\O nothing\O I\O would\O have\O again\O .\O	The\O dinner\O was\O ok\B ,\O nothing\O I\O would\O have\O again\O .\O
train-553	I recommend this spot to anyone who enjoys fine cuisine at reasonable prices .	I\O recommend\O this\O spot\O to\O anyone\O who\O enjoys\O fine\O cuisine\B at\O reasonable\O prices\O .\O	I\O recommend\O this\O spot\O to\O anyone\O who\O enjoys\O fine\B cuisine\O at\O reasonable\O prices\O .\O
train-554	I recommend this spot to anyone who enjoys fine cuisine at reasonable prices .	I\O recommend\O this\O spot\O to\O anyone\O who\O enjoys\O fine\O cuisine\O at\O reasonable\O prices\B .\O	I\O recommend\O this\O spot\O to\O anyone\O who\O enjoys\O fine\O cuisine\O at\O reasonable\B prices\O .\O
train-555	The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down , it was a pleasurable experience .	The\O Pastrami\B sandwich\I was\O like\O buttah\O and\O with\O pickles\O and\O an\O icy\O cold\O beer\O to\O wash\O it\O down\O ,\O it\O was\O a\O pleasurable\O experience\O .\O	The\O Pastrami\O sandwich\O was\O like\O buttah\O and\O with\O pickles\O and\O an\O icy\O cold\O beer\O to\O wash\O it\O down\O ,\O it\O was\O a\O pleasurable\B experience\O .\O
train-556	The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down , it was a pleasurable experience .	The\O Pastrami\O sandwich\O was\O like\O buttah\O and\O with\O pickles\O and\O an\O icy\O cold\O beer\B to\O wash\O it\O down\O ,\O it\O was\O a\O pleasurable\O experience\O .\O	The\O Pastrami\O sandwich\O was\O like\O buttah\O and\O with\O pickles\O and\O an\O icy\B cold\I beer\O to\O wash\O it\O down\O ,\O it\O was\O a\O pleasurable\O experience\O .\O
train-557	The barebecued salmon is elegantly spiced and not at all dry .	The\O barebecued\B salmon\I is\O elegantly\O spiced\O and\O not\O at\O all\O dry\O .\O	The\O barebecued\O salmon\O is\O elegantly\B spiced\I and\O not\B at\I all\I dry\I .\O
train-558	Worse of all , $ 60 was erroneously added to our $ 80 bill .	Worse\O of\O all\O ,\O $\O 60\O was\O erroneously\O added\O to\O our\O $\O 80\O bill\B .\O	Worse\O of\O all\O ,\O $\O 60\O was\O erroneously\B added\O to\O our\O $\O 80\O bill\O .\O
train-559	My wife and I will usually only order one primi and one secondi and split them , as they tend to offer large portions .	My\O wife\O and\O I\O will\O usually\O only\O order\O one\O primi\O and\O one\O secondi\O and\O split\O them\O ,\O as\O they\O tend\O to\O offer\O large\O portions\B .\O	My\O wife\O and\O I\O will\O usually\O only\O order\O one\O primi\O and\O one\O secondi\O and\O split\O them\O ,\O as\O they\O tend\O to\O offer\O large\B portions\O .\O
train-560	Oh yes , and if you are a fan of Indian oldies film stars , there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls , some of which , I would love to know where they obtained .	Oh\O yes\O ,\O and\O if\O you\O are\O a\O fan\O of\O Indian\O oldies\O film\O stars\O ,\O there\O are\O plenty\O of\O portraits\B of\O Indian\O actors\O and\O actresses\O in\O classic\O black\O white\O that\O adorn\O the\O walls\O ,\O some\O of\O which\O ,\O I\O would\O love\O to\O know\O where\O they\O obtained\O .\O	Oh\O yes\O ,\O and\O if\O you\O are\O a\O fan\O of\O Indian\O oldies\O film\O stars\O ,\O there\O are\O plenty\B of\O portraits\O of\O Indian\O actors\O and\O actresses\O in\O classic\O black\O white\O that\O adorn\O the\O walls\O ,\O some\O of\O which\O ,\O I\O would\O love\O to\O know\O where\O they\O obtained\O .\O
train-561	I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar .	I\O would\O highly\O recommend\O this\O place\O to\O anyone\O who\O is\O looking\O for\O a\O fine\O Indian\B dining\I experience\I that\O is\O definitely\O a\O value\O for\O your\O dollar\O .\O	I\O would\O highly\O recommend\O this\O place\O to\O anyone\O who\O is\O looking\O for\O a\O fine\B Indian\O dining\O experience\O that\O is\O definitely\O a\O value\O for\O your\O dollar\O .\O
train-562	The menu prices are a bit expensive for what you get in quality and portion size .	The\O menu\B prices\I are\O a\O bit\O expensive\O for\O what\O you\O get\O in\O quality\O and\O portion\O size\O .\O	The\O menu\O prices\O are\O a\O bit\O expensive\B for\O what\O you\O get\O in\O quality\O and\O portion\O size\O .\O
train-563	The food was just OK , at least for what food was available .	The\O food\B was\O just\O OK\O ,\O at\O least\O for\O what\O food\O was\O available\O .\O	The\O food\O was\O just\O OK\B ,\O at\O least\O for\O what\O food\O was\O available\O .\O
train-564	The food is inventive but still keeps traditional indian flavoring .	The\O food\B is\O inventive\O but\O still\O keeps\O traditional\O indian\O flavoring\O .\O	The\O food\O is\O inventive\B but\O still\O keeps\O traditional\B indian\O flavoring\O .\O
train-565	The food arrived 20 minutes after I called , cold and soggy .	The\O food\B arrived\O 20\O minutes\O after\O I\O called\O ,\O cold\O and\O soggy\O .\O	The\O food\O arrived\O 20\O minutes\O after\O I\O called\O ,\O cold\B and\O soggy\B .\O
train-566	Such nice people working here - but I have to review the food .	Such\O nice\O people\B working\O here\O -\O but\O I\O have\O to\O review\O the\O food\O .\O	Such\O nice\B people\O working\O here\O -\O but\O I\O have\O to\O review\O the\O food\O .\O
train-567	Staff is very accomodating .	Staff\B is\O very\O accomodating\O .\O	Staff\O is\O very\O accomodating\B .\O
train-568	The sandwiches are dry , tasteless and way overpriced .	The\O sandwiches\B are\O dry\O ,\O tasteless\O and\O way\O overpriced\O .\O	The\O sandwiches\O are\O dry\B ,\O tasteless\B and\O way\O overpriced\B .\O
train-569	The wine list is n't great , and the desserts are shipped in from Bruno 's down the street , which is not as good as it used to be .	The\O wine\B list\I is\O n't\O great\O ,\O and\O the\O desserts\O are\O shipped\O in\O from\O Bruno\O 's\O down\O the\O street\O ,\O which\O is\O not\O as\O good\O as\O it\O used\O to\O be\O .\O	The\O wine\O list\O is\B n't\I great\I ,\O and\O the\O desserts\O are\O shipped\O in\O from\O Bruno\O 's\O down\O the\O street\O ,\O which\O is\O not\O as\O good\O as\O it\O used\O to\O be\O .\O
train-570	The wine list is n't great , and the desserts are shipped in from Bruno 's down the street , which is not as good as it used to be .	The\O wine\O list\O is\O n't\O great\O ,\O and\O the\O desserts\B are\O shipped\O in\O from\O Bruno\O 's\O down\O the\O street\O ,\O which\O is\O not\O as\O good\O as\O it\O used\O to\O be\O .\O	The\O wine\O list\O is\O n't\O great\O ,\O and\O the\O desserts\O are\O shipped\O in\O from\O Bruno\O 's\O down\O the\O street\O ,\O which\O is\O not\B as\I good\I as\O it\O used\O to\O be\O .\O
train-571	The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .	The\O brioche\B and\I lollies\I as\O party\O favors\O is\O a\O cute\O and\O sweet\O touch\O to\O a\O most\O memorable\O meal\O .\O	The\O brioche\O and\O lollies\O as\O party\O favors\O is\O a\O cute\B and\O sweet\B touch\O to\O a\O most\O memorable\O meal\O .\O
train-572	The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .	The\O brioche\O and\O lollies\O as\O party\O favors\O is\O a\O cute\O and\O sweet\O touch\O to\O a\O most\O memorable\O meal\B .\O	The\O brioche\O and\O lollies\O as\O party\O favors\O is\O a\O cute\O and\O sweet\O touch\O to\O a\O most\O memorable\B meal\O .\O
train-573	This place is always very crowded and popular .	This\O place\B is\O always\O very\O crowded\O and\O popular\O .\O	This\O place\O is\O always\O very\O crowded\B and\O popular\B .\O
train-574	I had the duck breast special on my last visit and it was incredible .	I\O had\O the\O duck\B breast\I special\I on\O my\O last\O visit\O and\O it\O was\O incredible\O .\O	I\O had\O the\O duck\O breast\O special\O on\O my\O last\O visit\O and\O it\O was\O incredible\B .\O
train-575	We got a little tipsy from the sake but is n't that what Saturday nights with the girlfriends are all about ?	We\O got\O a\O little\O tipsy\O from\O the\O sake\B but\O is\O n't\O that\O what\O Saturday\O nights\O with\O the\O girlfriends\O are\O all\O about\O ?\O	We\O got\O a\O little\O tipsy\B from\O the\O sake\O but\O is\O n't\O that\O what\O Saturday\O nights\O with\O the\O girlfriends\O are\O all\O about\O ?\O
train-576	We walked in on a Wednesday night and were seated promptly .	We\O walked\O in\O on\O a\O Wednesday\O night\O and\O were\O seated\B promptly\O .\O	We\O walked\O in\O on\O a\O Wednesday\O night\O and\O were\O seated\O promptly\B .\O
train-577	If it 's just a quick martini at the bar ( which I recommend Jeffery 's ) or a mind blowing Roast Chicken , go to Village !	If\O it\O 's\O just\O a\O quick\O martini\B at\O the\O bar\O (\O which\O I\O recommend\O Jeffery\O 's\O )\O or\O a\O mind\O blowing\O Roast\O Chicken\O ,\O go\O to\O Village\O !\O	If\O it\O 's\O just\O a\O quick\B martini\O at\O the\O bar\O (\O which\O I\O recommend\O Jeffery\O 's\O )\O or\O a\O mind\O blowing\O Roast\O Chicken\O ,\O go\O to\O Village\O !\O
train-578	If it 's just a quick martini at the bar ( which I recommend Jeffery 's ) or a mind blowing Roast Chicken , go to Village !	If\O it\O 's\O just\O a\O quick\O martini\O at\O the\O bar\B (\O which\O I\O recommend\O Jeffery\O 's\O )\O or\O a\O mind\O blowing\O Roast\O Chicken\O ,\O go\O to\O Village\O !\O	If\O it\O 's\O just\O a\O quick\O martini\O at\O the\O bar\O (\O which\O I\O recommend\B Jeffery\O 's\O )\O or\O a\O mind\O blowing\O Roast\O Chicken\O ,\O go\O to\O Village\O !\O
train-579	If it 's just a quick martini at the bar ( which I recommend Jeffery 's ) or a mind blowing Roast Chicken , go to Village !	If\O it\O 's\O just\O a\O quick\O martini\O at\O the\O bar\O (\O which\O I\O recommend\O Jeffery\O 's\O )\O or\O a\O mind\O blowing\O Roast\B Chicken\I ,\O go\O to\O Village\O !\O	If\O it\O 's\O just\O a\O quick\O martini\O at\O the\O bar\O (\O which\O I\O recommend\O Jeffery\O 's\O )\O or\O a\O mind\B blowing\I Roast\O Chicken\O ,\O go\O to\O Village\O !\O
train-580	Even after getting pushed out by the no-class Famous Ray 's , Sal has risen again to carry on his father 's uncle 's legacies with a smile , true love for his community , and let 's not forget the Outstanding Pizza !	Even\O after\O getting\O pushed\O out\O by\O the\O no-class\O Famous\O Ray\O 's\O ,\O Sal\O has\O risen\O again\O to\O carry\O on\O his\O father\O 's\O uncle\O 's\O legacies\O with\O a\O smile\O ,\O true\O love\O for\O his\O community\O ,\O and\O let\O 's\O not\O forget\O the\O Outstanding\O Pizza\B !\O	Even\O after\O getting\O pushed\O out\O by\O the\O no-class\O Famous\O Ray\O 's\O ,\O Sal\O has\O risen\O again\O to\O carry\O on\O his\O father\O 's\O uncle\O 's\O legacies\O with\O a\O smile\O ,\O true\O love\O for\O his\O community\O ,\O and\O let\O 's\O not\O forget\O the\O Outstanding\B Pizza\O !\O
train-581	I had been a regular due to the consistently good food and ease of getting a table .	I\O had\O been\O a\O regular\O due\O to\O the\O consistently\O good\O food\B and\O ease\O of\O getting\O a\O table\O .\O	I\O had\O been\O a\O regular\O due\O to\O the\O consistently\O good\B food\O and\O ease\O of\O getting\O a\O table\O .\O
train-582	I had been a regular due to the consistently good food and ease of getting a table .	I\O had\O been\O a\O regular\O due\O to\O the\O consistently\O good\O food\O and\O ease\O of\O getting\B a\I table\I .\O	I\O had\O been\O a\O regular\O due\O to\O the\O consistently\O good\O food\O and\O ease\B of\O getting\O a\O table\O .\O
train-583	Great food , great decor , great service .	Great\O food\B ,\O great\O decor\O ,\O great\O service\O .\O	Great\B food\O ,\O great\O decor\O ,\O great\O service\O .\O
train-584	Great food , great decor , great service .	Great\O food\O ,\O great\O decor\B ,\O great\O service\O .\O	Great\O food\O ,\O great\B decor\O ,\O great\O service\O .\O
train-585	Great food , great decor , great service .	Great\O food\O ,\O great\O decor\O ,\O great\O service\B .\O	Great\O food\O ,\O great\O decor\O ,\O great\B service\O .\O
train-586	But , nothing stands out about the cooking .	But\O ,\O nothing\O stands\O out\O about\O the\O cooking\B .\O	But\O ,\O nothing\B stands\I out\I about\O the\O cooking\O .\O
train-587	You can certainly find restaurants that offer a superior fine dining experience , but for superb food at reasonable prices , La Villa ca n't be beat .	You\O can\O certainly\O find\O restaurants\O that\O offer\O a\O superior\O fine\O dining\O experience\O ,\O but\O for\O superb\O food\B at\O reasonable\O prices\O ,\O La\O Villa\O ca\O n't\O be\O beat\O .\O	You\O can\O certainly\O find\O restaurants\O that\O offer\O a\O superior\O fine\O dining\O experience\O ,\O but\O for\O superb\B food\O at\O reasonable\O prices\O ,\O La\O Villa\O ca\O n't\O be\O beat\O .\O
train-588	You can certainly find restaurants that offer a superior fine dining experience , but for superb food at reasonable prices , La Villa ca n't be beat .	You\O can\O certainly\O find\O restaurants\O that\O offer\O a\O superior\O fine\O dining\O experience\O ,\O but\O for\O superb\O food\O at\O reasonable\O prices\B ,\O La\O Villa\O ca\O n't\O be\O beat\O .\O	You\O can\O certainly\O find\O restaurants\O that\O offer\O a\O superior\O fine\O dining\O experience\O ,\O but\O for\O superb\O food\O at\O reasonable\B prices\O ,\O La\O Villa\O ca\O n't\O be\O beat\O .\O
train-589	This place , however , has a lot less pretension than Joya and the Thai food is still above - average .	This\O place\O ,\O however\O ,\O has\O a\O lot\O less\O pretension\O than\O Joya\O and\O the\O Thai\B food\I is\O still\O above\O -\O average\O .\O	This\O place\O ,\O however\O ,\O has\O a\O lot\O less\O pretension\O than\O Joya\O and\O the\O Thai\O food\O is\O still\O above\B -\O average\O .\O
train-590	Kind , attentive wait staff .	Kind\O ,\O attentive\O wait\B staff\I .\O	Kind\B ,\O attentive\B wait\O staff\O .\O
train-591	The svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !	The\O svc\B can\O be\O a\O bit\O rude\O at\O times\O ,\O esp\O if\O you\O have\O big\O group\O ,\O but\O overall\O the\O restaurant\O is\O a\O must\O !\O	The\O svc\O can\O be\O a\O bit\O rude\B at\O times\O ,\O esp\O if\O you\O have\O big\O group\O ,\O but\O overall\O the\O restaurant\O is\O a\O must\O !\O
train-592	I particularly love their yellowfun tuna and their mussel selection .	I\O particularly\O love\O their\O yellowfun\B tuna\I and\O their\O mussel\O selection\O .\O	I\O particularly\O love\B their\O yellowfun\O tuna\O and\O their\O mussel\O selection\O .\O
train-593	I particularly love their yellowfun tuna and their mussel selection .	I\O particularly\O love\O their\O yellowfun\O tuna\O and\O their\O mussel\B selection\I .\O	I\O particularly\O love\B their\O yellowfun\O tuna\O and\O their\O mussel\O selection\O .\O
train-594	I got an excellent piece of cheesecake and we had several other nice pastries .	I\O got\O an\O excellent\O piece\O of\O cheesecake\B and\O we\O had\O several\O other\O nice\O pastries\O .\O	I\O got\O an\O excellent\B piece\O of\O cheesecake\O and\O we\O had\O several\O other\O nice\O pastries\O .\O
train-595	I got an excellent piece of cheesecake and we had several other nice pastries .	I\O got\O an\O excellent\O piece\O of\O cheesecake\O and\O we\O had\O several\O other\O nice\O pastries\B .\O	I\O got\O an\O excellent\O piece\O of\O cheesecake\O and\O we\O had\O several\O other\O nice\B pastries\O .\O
train-596	I do n't like Indian food too much and this was delicious , however you want to factor that into the equation .	I\O do\O n't\O like\O Indian\B food\I too\O much\O and\O this\O was\O delicious\O ,\O however\O you\O want\O to\O factor\O that\O into\O the\O equation\O .\O	I\O do\B n't\I like\I Indian\O food\O too\O much\O and\O this\O was\O delicious\O ,\O however\O you\O want\O to\O factor\O that\O into\O the\O equation\O .\O
train-597	The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners , which is not good considering the bill was nearly $ 100 .	The\O highlight\O of\O the\O night\O was\O the\O mayonaisse\B for\O my\O side\O of\O fries\O I\O received\O from\O one\O of\O the\O food\O runners\O ,\O which\O is\O not\O good\O considering\O the\O bill\O was\O nearly\O $\O 100\O .\O	The\O highlight\B of\O the\O night\O was\O the\O mayonaisse\O for\O my\O side\O of\O fries\O I\O received\O from\O one\O of\O the\O food\O runners\O ,\O which\O is\O not\O good\O considering\O the\O bill\O was\O nearly\O $\O 100\O .\O
train-598	The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners , which is not good considering the bill was nearly $ 100 .	The\O highlight\O of\O the\O night\O was\O the\O mayonaisse\O for\O my\O side\O of\O fries\O I\O received\O from\O one\O of\O the\O food\B runners\I ,\O which\O is\O not\O good\O considering\O the\O bill\O was\O nearly\O $\O 100\O .\O	The\O highlight\O of\O the\O night\O was\O the\O mayonaisse\O for\O my\O side\O of\O fries\O I\O received\O from\O one\O of\O the\O food\O runners\O ,\O which\O is\O not\B good\I considering\O the\O bill\O was\O nearly\O $\O 100\O .\O
train-599	Meanwhile , the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil , gratis .	Meanwhile\O ,\O the\O bartender\O continued\O to\O pour\O champagne\O from\O his\O reserve\O after\O we\O had\O finished\O our\O bottle\O and\O we\O enjoyed\O an\O amuse\O of\O turnip\B soup\I with\I pureed\I basil\I ,\O gratis\O .\O	Meanwhile\O ,\O the\O bartender\O continued\O to\O pour\O champagne\O from\O his\O reserve\O after\O we\O had\O finished\O our\O bottle\O and\O we\O enjoyed\B an\O amuse\O of\O turnip\O soup\O with\O pureed\O basil\O ,\O gratis\O .\O
train-600	Ambience is so cute and quaint , good for business although we were there on vacation .	Ambience\B is\O so\O cute\O and\O quaint\O ,\O good\O for\O business\O although\O we\O were\O there\O on\O vacation\O .\O	Ambience\O is\O so\O cute\B and\O quaint\B ,\O good\B for\O business\O although\O we\O were\O there\O on\O vacation\O .\O
train-601	The people in the restaurant were pretty obnoxious and loud .	The\O people\B in\O the\O restaurant\O were\O pretty\O obnoxious\O and\O loud\O .\O	The\O people\O in\O the\O restaurant\O were\O pretty\O obnoxious\B and\O loud\B .\O
train-602	Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square .	Make\O reservations\B but\O expect\O to\O be\O delayed\O 15-20\O minutes\O as\O the\O hosting\O staff\O was\O having\O difficulty\O seating\O guests\O who\O arrived\O with\O a\O reservation\O because\O they\O probably\O had\O a\O lot\O of\O walk\O ins\O being\O so\O close\O to\O Time\O Square\O .\O	Make\O reservations\O but\O expect\O to\O be\O delayed\B 15-20\O minutes\O as\O the\O hosting\O staff\O was\O having\O difficulty\O seating\O guests\O who\O arrived\O with\O a\O reservation\O because\O they\O probably\O had\O a\O lot\O of\O walk\O ins\O being\O so\O close\O to\O Time\O Square\O .\O
train-603	Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square .	Make\O reservations\O but\O expect\O to\O be\O delayed\O 15-20\O minutes\O as\O the\O hosting\O staff\O was\O having\O difficulty\O seating\B guests\O who\O arrived\O with\O a\O reservation\O because\O they\O probably\O had\O a\O lot\O of\O walk\O ins\O being\O so\O close\O to\O Time\O Square\O .\O	Make\O reservations\O but\O expect\O to\O be\O delayed\O 15-20\O minutes\O as\O the\O hosting\O staff\O was\O having\O difficulty\B seating\O guests\O who\O arrived\O with\O a\O reservation\O because\O they\O probably\O had\O a\O lot\O of\O walk\O ins\O being\O so\O close\O to\O Time\O Square\O .\O
train-604	The Thali was small , thoroughly unremarkable , and $ 14.95 .	The\O Thali\B was\O small\O ,\O thoroughly\O unremarkable\O ,\O and\O $\O 14.95\O .\O	The\O Thali\O was\O small\B ,\O thoroughly\O unremarkable\B ,\O and\O $\O 14.95\O .\O
train-605	The food is spectacular , from the appitizers to the main course , and then of course the desserts , ( WOW ) you 'll need no more .	The\O food\B is\O spectacular\O ,\O from\O the\O appitizers\O to\O the\O main\O course\O ,\O and\O then\O of\O course\O the\O desserts\O ,\O (\O WOW\O )\O you\O 'll\O need\O no\O more\O .\O	The\O food\O is\O spectacular\B ,\O from\O the\O appitizers\O to\O the\O main\O course\O ,\O and\O then\O of\O course\O the\O desserts\O ,\O (\O WOW\O )\O you\O 'll\O need\O no\O more\O .\O
train-606	The food is spectacular , from the appitizers to the main course , and then of course the desserts , ( WOW ) you 'll need no more .	The\O food\O is\O spectacular\O ,\O from\O the\O appitizers\B to\O the\O main\O course\O ,\O and\O then\O of\O course\O the\O desserts\O ,\O (\O WOW\O )\O you\O 'll\O need\O no\O more\O .\O	The\O food\O is\O spectacular\B ,\O from\O the\O appitizers\O to\O the\O main\O course\O ,\O and\O then\O of\O course\O the\O desserts\O ,\O (\O WOW\O )\O you\O 'll\O need\O no\O more\O .\O
train-607	The food is spectacular , from the appitizers to the main course , and then of course the desserts , ( WOW ) you 'll need no more .	The\O food\O is\O spectacular\O ,\O from\O the\O appitizers\O to\O the\O main\B course\I ,\O and\O then\O of\O course\O the\O desserts\O ,\O (\O WOW\O )\O you\O 'll\O need\O no\O more\O .\O	The\O food\O is\O spectacular\B ,\O from\O the\O appitizers\O to\O the\O main\O course\O ,\O and\O then\O of\O course\O the\O desserts\O ,\O (\O WOW\O )\O you\O 'll\O need\O no\O more\O .\O
train-608	The food is spectacular , from the appitizers to the main course , and then of course the desserts , ( WOW ) you 'll need no more .	The\O food\O is\O spectacular\O ,\O from\O the\O appitizers\O to\O the\O main\O course\O ,\O and\O then\O of\O course\O the\O desserts\B ,\O (\O WOW\O )\O you\O 'll\O need\O no\O more\O .\O	The\O food\O is\O spectacular\B ,\O from\O the\O appitizers\O to\O the\O main\O course\O ,\O and\O then\O of\O course\O the\O desserts\O ,\O (\O WOW\O )\O you\O 'll\O need\O no\O more\O .\O
train-609	The takeout is great too since they give high quality tupperware as well .	The\O takeout\B is\O great\O too\O since\O they\O give\O high\O quality\O tupperware\O as\O well\O .\O	The\O takeout\O is\O great\B too\O since\O they\O give\O high\O quality\O tupperware\O as\O well\O .\O
train-610	Spice is great Thai food , love the inexpensive appetizers .	Spice\O is\O great\O Thai\O food\O ,\O love\O the\O inexpensive\O appetizers\B .\O	Spice\O is\O great\O Thai\O food\O ,\O love\B the\O inexpensive\B appetizers\O .\O
train-611	Spice is great Thai food , love the inexpensive appetizers .	Spice\O is\O great\O Thai\B food\I ,\O love\O the\O inexpensive\O appetizers\O .\O	Spice\O is\O great\B Thai\O food\O ,\O love\O the\O inexpensive\O appetizers\O .\O
train-612	The only friendly staff member was the guy at the bar .	The\O only\O friendly\O staff\B member\I was\O the\O guy\O at\O the\O bar\O .\O	The\O only\O friendly\B staff\O member\O was\O the\O guy\O at\O the\O bar\O .\O
train-613	Its a nice quiet location to go eat a good meal , relax , be able to talk and have a very good time .	Its\O a\O nice\O quiet\O location\B to\O go\O eat\O a\O good\O meal\O ,\O relax\O ,\O be\O able\O to\O talk\O and\O have\O a\O very\O good\O time\O .\O	Its\O a\O nice\B quiet\B location\O to\O go\O eat\O a\O good\O meal\O ,\O relax\O ,\O be\O able\O to\O talk\O and\O have\O a\O very\O good\O time\O .\O
train-614	Its a nice quiet location to go eat a good meal , relax , be able to talk and have a very good time .	Its\O a\O nice\O quiet\O location\O to\O go\O eat\O a\O good\O meal\B ,\O relax\O ,\O be\O able\O to\O talk\O and\O have\O a\O very\O good\O time\O .\O	Its\O a\O nice\O quiet\O location\O to\O go\O eat\O a\O good\B meal\O ,\O relax\O ,\O be\O able\O to\O talk\O and\O have\O a\O very\O good\O time\O .\O
train-615	Not a large place , but it 's cute and cozy .	Not\O a\O large\O place\B ,\O but\O it\O 's\O cute\O and\O cozy\O .\O	Not\O a\O large\B place\O ,\O but\O it\O 's\O cute\B and\O cozy\B .\O
train-616	The wine and cheese plate are plentiful and ca n't wait to try the fondue or table grilling .	The\O wine\B and\O cheese\O plate\O are\O plentiful\O and\O ca\O n't\O wait\O to\O try\O the\O fondue\O or\O table\O grilling\O .\O	The\O wine\O and\O cheese\O plate\O are\O plentiful\B and\O ca\O n't\O wait\O to\O try\O the\O fondue\O or\O table\O grilling\O .\O
train-617	The wine and cheese plate are plentiful and ca n't wait to try the fondue or table grilling .	The\O wine\O and\O cheese\B plate\O are\O plentiful\O and\O ca\O n't\O wait\O to\O try\O the\O fondue\O or\O table\O grilling\O .\O	The\O wine\O and\O cheese\O plate\O are\O plentiful\B and\O ca\O n't\O wait\O to\O try\O the\O fondue\O or\O table\O grilling\O .\O
