s_id	sentence	target_tags	opinion_words_tags
train-265	When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again , everything from programs and drivers failing again , to it powering off for no reason , to locking up and freezing and just all sorts of issues .	When\O I\O got\O my\O laptop\O back\O after\O this\O first\O instance\O it\O worked\O okay\O for\O a\O little\O bit\O then\O I\O started\O expeirencing\O issues\O again\O ,\O everything\O from\O programs\B and\O drivers\O failing\O again\O ,\O to\O it\O powering\O off\O for\O no\O reason\O ,\O to\O locking\O up\O and\O freezing\O and\O just\O all\O sorts\O of\O issues\O .\O	When\O I\O got\O my\O laptop\O back\O after\O this\O first\O instance\O it\O worked\O okay\O for\O a\O little\O bit\O then\O I\O started\O expeirencing\O issues\B again\O ,\O everything\O from\O programs\O and\O drivers\O failing\B again\O ,\O to\O it\O powering\O off\O for\O no\O reason\O ,\O to\O locking\O up\O and\O freezing\O and\O just\O all\O sorts\O of\O issues\O .\O
train-266	When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again , everything from programs and drivers failing again , to it powering off for no reason , to locking up and freezing and just all sorts of issues .	When\O I\O got\O my\O laptop\O back\O after\O this\O first\O instance\O it\O worked\O okay\O for\O a\O little\O bit\O then\O I\O started\O expeirencing\O issues\O again\O ,\O everything\O from\O programs\O and\O drivers\B failing\O again\O ,\O to\O it\O powering\O off\O for\O no\O reason\O ,\O to\O locking\O up\O and\O freezing\O and\O just\O all\O sorts\O of\O issues\O .\O	When\O I\O got\O my\O laptop\O back\O after\O this\O first\O instance\O it\O worked\O okay\O for\O a\O little\O bit\O then\O I\O started\O expeirencing\O issues\B again\O ,\O everything\O from\O programs\O and\O drivers\O failing\B again\O ,\O to\O it\O powering\O off\O for\O no\O reason\O ,\O to\O locking\O up\O and\O freezing\O and\O just\O all\O sorts\O of\O issues\O .\O
train-267	The magnetic plug-in power charging power cord is great ( I even put it to the test by accident ) - excellent innovation !	The\O magnetic\B plug-in\I power\I charging\I power\I cord\I is\O great\O (\O I\O even\O put\O it\O to\O the\O test\O by\O accident\O )\O -\O excellent\O innovation\O !\O	The\O magnetic\O plug-in\O power\O charging\O power\O cord\O is\O great\B (\O I\O even\O put\O it\O to\O the\O test\O by\O accident\O )\O -\O excellent\B innovation\O !\O
train-268	It made the computer much easier to use and navigate .	It\O made\O the\O computer\O much\O easier\O to\O use\B and\O navigate\O .\O	It\O made\O the\O computer\O much\O easier\B to\O use\O and\O navigate\O .\O
train-269	It made the computer much easier to use and navigate .	It\O made\O the\O computer\O much\O easier\O to\O use\O and\O navigate\B .\O	It\O made\O the\O computer\O much\O easier\B to\O use\O and\O navigate\O .\O
train-270	Once open , the leading edge is razor sharp .	Once\O open\O ,\O the\O leading\B edge\I is\O razor\O sharp\O .\O	Once\O open\O ,\O the\O leading\O edge\O is\O razor\B sharp\I .\O
train-271	The programs are great , like iphoto ( love the editing capabilities ) , imail ( which can incorporate with the address book on the ipod and ipad ) , imovie , etc .	The\O programs\O are\O great\O ,\O like\O iphoto\B (\O love\O the\O editing\O capabilities\O )\O ,\O imail\O (\O which\O can\O incorporate\O with\O the\O address\O book\O on\O the\O ipod\O and\O ipad\O )\O ,\O imovie\O ,\O etc\O .\O	The\O programs\O are\O great\B ,\O like\O iphoto\O (\O love\B the\O editing\O capabilities\O )\O ,\O imail\O (\O which\O can\O incorporate\O with\O the\O address\O book\O on\O the\O ipod\O and\O ipad\O )\O ,\O imovie\O ,\O etc\O .\O
train-272	The programs are great , like iphoto ( love the editing capabilities ) , imail ( which can incorporate with the address book on the ipod and ipad ) , imovie , etc .	The\O programs\B are\O great\O ,\O like\O iphoto\O (\O love\O the\O editing\O capabilities\O )\O ,\O imail\O (\O which\O can\O incorporate\O with\O the\O address\O book\O on\O the\O ipod\O and\O ipad\O )\O ,\O imovie\O ,\O etc\O .\O	The\O programs\O are\O great\B ,\O like\O iphoto\O (\O love\O the\O editing\O capabilities\O )\O ,\O imail\O (\O which\O can\O incorporate\O with\O the\O address\O book\O on\O the\O ipod\O and\O ipad\O )\O ,\O imovie\O ,\O etc\O .\O
train-273	The programs are great , like iphoto ( love the editing capabilities ) , imail ( which can incorporate with the address book on the ipod and ipad ) , imovie , etc .	The\O programs\O are\O great\O ,\O like\O iphoto\O (\O love\O the\O editing\O capabilities\O )\O ,\O imail\B (\O which\O can\O incorporate\O with\O the\O address\O book\O on\O the\O ipod\O and\O ipad\O )\O ,\O imovie\O ,\O etc\O .\O	The\O programs\O are\O great\B ,\O like\O iphoto\O (\O love\O the\O editing\O capabilities\O )\O ,\O imail\O (\O which\O can\O incorporate\O with\O the\O address\O book\O on\O the\O ipod\O and\O ipad\O )\O ,\O imovie\O ,\O etc\O .\O
train-274	The programs are great , like iphoto ( love the editing capabilities ) , imail ( which can incorporate with the address book on the ipod and ipad ) , imovie , etc .	The\O programs\O are\O great\O ,\O like\O iphoto\O (\O love\O the\O editing\O capabilities\O )\O ,\O imail\O (\O which\O can\O incorporate\O with\O the\O address\O book\O on\O the\O ipod\O and\O ipad\O )\O ,\O imovie\B ,\O etc\O .\O	The\O programs\O are\O great\B ,\O like\O iphoto\O (\O love\O the\O editing\O capabilities\O )\O ,\O imail\O (\O which\O can\O incorporate\O with\O the\O address\O book\O on\O the\O ipod\O and\O ipad\O )\O ,\O imovie\O ,\O etc\O .\O
train-275	The pricing is very competitive .	The\O pricing\B is\O very\O competitive\O .\O	The\O pricing\O is\O very\O competitive\B .\O
train-276	Clear picture on it and everything .	Clear\O picture\B on\O it\O and\O everything\O .\O	Clear\B picture\O on\O it\O and\O everything\O .\O
train-277	The So called laptop Runs to Slow and I hate it !	The\O So\O called\O laptop\O Runs\B to\O Slow\O and\O I\O hate\O it\O !\O	The\O So\O called\O laptop\O Runs\O to\O Slow\B and\O I\O hate\B it\O !\O
train-278	It is not ideal for children because of the temp .	It\O is\O not\O ideal\O for\O children\O because\O of\O the\O temp\B .\O	It\O is\O not\B ideal\I for\O children\O because\O of\O the\O temp\O .\O
train-279	Waiting for the i7 was well worth it , great value for the price .	Waiting\O for\O the\O i7\O was\O well\O worth\O it\O ,\O great\O value\O for\O the\O price\B .\O	Waiting\O for\O the\O i7\O was\O well\O worth\O it\O ,\O great\B value\O for\O the\O price\O .\O
train-280	Waiting for the i7 was well worth it , great value for the price .	Waiting\O for\O the\O i7\B was\O well\O worth\O it\O ,\O great\O value\O for\O the\O price\O .\O	Waiting\O for\O the\O i7\O was\O well\B worth\I it\O ,\O great\O value\O for\O the\O price\O .\O
train-281	Keyboard could use some trimming .	Keyboard\B could\O use\O some\O trimming\O .\O	Keyboard\O could\O use\O some\O trimming\B .\O
train-282	It works really well .	It\O works\B really\O well\O .\O	It\O works\O really\O well\B .\O
train-283	At first , the computer seemed a great deal -- seemingly high-end specs for a low , low price .	At\O first\O ,\O the\O computer\O seemed\O a\O great\O deal\O --\O seemingly\O high-end\O specs\O for\O a\O low\O ,\O low\O price\B .\O	At\O first\O ,\O the\O computer\O seemed\O a\O great\O deal\O --\O seemingly\O high-end\O specs\O for\O a\O low\B ,\O low\B price\O .\O
train-284	At first , the computer seemed a great deal -- seemingly high-end specs for a low , low price .	At\O first\O ,\O the\O computer\O seemed\O a\O great\O deal\O --\O seemingly\O high-end\O specs\B for\O a\O low\O ,\O low\O price\O .\O	At\O first\O ,\O the\O computer\O seemed\O a\O great\O deal\O --\O seemingly\O high-end\B specs\O for\O a\O low\O ,\O low\O price\O .\O
train-285	I noticed windows has a new system called Windows 7 , what about us Vista users ? They should get all the bugs out of Vista before investing in a new system .	I\O noticed\O windows\O has\O a\O new\O system\O called\O Windows\B 7\I ,\O what\O about\O us\O Vista\O users\O ?\O They\O should\O get\O all\O the\O bugs\O out\O of\O Vista\O before\O investing\O in\O a\O new\O system\O .\O	I\O noticed\O windows\O has\O a\O new\B system\O called\O Windows\O 7\O ,\O what\O about\O us\O Vista\O users\O ?\O They\O should\O get\O all\O the\O bugs\O out\O of\O Vista\O before\O investing\O in\O a\O new\O system\O .\O
train-286	Maybe this is virus related , maybe not , but the computer has locked up many times , and on two occasions , the screen has simply gone black .	Maybe\O this\O is\O virus\O related\O ,\O maybe\O not\O ,\O but\O the\O computer\O has\O locked\O up\O many\O times\O ,\O and\O on\O two\O occasions\O ,\O the\O screen\B has\O simply\O gone\O black\O .\O	Maybe\O this\O is\O virus\O related\O ,\O maybe\O not\O ,\O but\O the\O computer\O has\O locked\O up\O many\O times\O ,\O and\O on\O two\O occasions\O ,\O the\O screen\O has\O simply\O gone\O black\B .\O
train-287	The Material this Pro is made out of seems a lot nicer than any PC Specs : Like I said this performs a lot better than any computer I 've had in the past .	The\O Material\B this\O Pro\O is\O made\O out\O of\O seems\O a\O lot\O nicer\O than\O any\O PC\O Specs\O :\O Like\O I\O said\O this\O performs\O a\O lot\O better\O than\O any\O computer\O I\O 've\O had\O in\O the\O past\O .\O	The\O Material\O this\O Pro\O is\O made\O out\O of\O seems\O a\O lot\O nicer\B than\O any\O PC\O Specs\O :\O Like\O I\O said\O this\O performs\O a\O lot\O better\O than\O any\O computer\O I\O 've\O had\O in\O the\O past\O .\O
train-288	The games included are very good games .	The\O games\O included\O are\O very\O good\O games\B .\O	The\O games\O included\O are\O very\O good\B games\O .\O
train-289	That system is fixed .	That\O system\B is\O fixed\O .\O	That\O system\O is\O fixed\B .\O
train-290	I thought learning the Mac OS would be hard , but it is easily picked up if you are familiar with a PC .	I\O thought\O learning\O the\O Mac\B OS\I would\O be\O hard\O ,\O but\O it\O is\O easily\O picked\O up\O if\O you\O are\O familiar\O with\O a\O PC\O .\O	I\O thought\O learning\O the\O Mac\O OS\O would\O be\O hard\O ,\O but\O it\O is\O easily\B picked\O up\O if\O you\O are\O familiar\O with\O a\O PC\O .\O
train-291	All of the programs ( Keynote , Pages , Numbers ) have an option to save your documents as Microsoft compatible , which really eliminates the need for the actual .	All\O of\O the\O programs\O (\O Keynote\O ,\O Pages\O ,\O Numbers\B )\O have\O an\O option\O to\O save\O your\O documents\O as\O Microsoft\O compatible\O ,\O which\O really\O eliminates\O the\O need\O for\O the\O actual\O .\O	All\O of\O the\O programs\O (\O Keynote\O ,\O Pages\O ,\O Numbers\O )\O have\O an\O option\O to\O save\O your\O documents\O as\O Microsoft\O compatible\O ,\O which\O really\O eliminates\B the\O need\O for\O the\O actual\O .\O
train-292	The letter A stopped working after the first week .	The\O letter\B A\I stopped\O working\O after\O the\O first\O week\O .\O	The\O letter\O A\O stopped\B working\O after\O the\O first\O week\O .\O
train-293	Its a good laptop for its value .	Its\O a\O good\O laptop\O for\O its\O value\B .\O	Its\O a\O good\B laptop\O for\O its\O value\O .\O
train-294	After doing extensive research , macconnection had the lowest price on the 15 '' MBP i5 .	After\O doing\O extensive\O research\O ,\O macconnection\O had\O the\O lowest\O price\B on\O the\O 15\O ''\O MBP\O i5\O .\O	After\O doing\O extensive\O research\O ,\O macconnection\O had\O the\O lowest\B price\O on\O the\O 15\O ''\O MBP\O i5\O .\O
train-295	My problem was with DELL Customer Service .	My\O problem\O was\O with\O DELL\B Customer\I Service\I .\O	My\O problem\B was\O with\O DELL\O Customer\O Service\O .\O
train-296	The downside to this netbook is pretty much the same for any netbook : screen size is not something I 'd stare at for the entire 10-11 hours of battery life five days a week .	The\O downside\O to\O this\O netbook\O is\O pretty\O much\O the\O same\O for\O any\O netbook\O :\O screen\B size\I is\O not\O something\O I\O 'd\O stare\O at\O for\O the\O entire\O 10-11\O hours\O of\O battery\O life\O five\O days\O a\O week\O .\O	The\O downside\B to\O this\O netbook\O is\O pretty\O much\O the\O same\O for\O any\O netbook\O :\O screen\O size\O is\O not\O something\O I\O 'd\O stare\O at\O for\O the\O entire\O 10-11\O hours\O of\O battery\O life\O five\O days\O a\O week\O .\O
train-297	Overall the computer is very easy to use , the screen is perfect , great computer , my daughter loves .	Overall\O the\O computer\O is\O very\O easy\O to\O use\O ,\O the\O screen\B is\O perfect\O ,\O great\O computer\O ,\O my\O daughter\O loves\O .\O	Overall\O the\O computer\O is\O very\O easy\O to\O use\O ,\O the\O screen\O is\O perfect\B ,\O great\O computer\O ,\O my\O daughter\O loves\O .\O
train-298	Overall the computer is very easy to use , the screen is perfect , great computer , my daughter loves .	Overall\O the\O computer\O is\O very\O easy\O to\O use\B ,\O the\O screen\O is\O perfect\O ,\O great\O computer\O ,\O my\O daughter\O loves\O .\O	Overall\O the\O computer\O is\O very\O easy\B to\O use\O ,\O the\O screen\O is\O perfect\O ,\O great\O computer\O ,\O my\O daughter\O loves\O .\O
train-299	They say that this will invalidate the warranty on the hard drive ( I do n't really understand why but anyway ) .	They\O say\O that\O this\O will\O invalidate\O the\O warranty\B on\O the\O hard\O drive\O (\O I\O do\O n't\O really\O understand\O why\O but\O anyway\O )\O .\O	They\O say\O that\O this\O will\O invalidate\B the\O warranty\O on\O the\O hard\O drive\O (\O I\O do\O n't\O really\O understand\O why\O but\O anyway\O )\O .\O
train-300	I took off a star because the machine has a lot of junk software on it .	I\O took\O off\O a\O star\O because\O the\O machine\O has\O a\O lot\O of\O junk\O software\B on\O it\O .\O	I\O took\O off\O a\O star\O because\O the\O machine\O has\O a\O lot\O of\O junk\B software\O on\O it\O .\O
train-301	Wonderful zooming .	Wonderful\O zooming\B .\O	Wonderful\B zooming\O .\O
train-302	I had my IWORKS , Itunes , Email , MS Office , network and printers set up and completely working perfectly within an hour .	I\O had\O my\O IWORKS\B ,\O Itunes\O ,\O Email\O ,\O MS\O Office\O ,\O network\O and\O printers\O set\O up\O and\O completely\O working\O perfectly\O within\O an\O hour\O .\O	I\O had\O my\O IWORKS\O ,\O Itunes\O ,\O Email\O ,\O MS\O Office\O ,\O network\O and\O printers\O set\O up\O and\O completely\O working\O perfectly\B within\O an\O hour\O .\O
train-303	I had my IWORKS , Itunes , Email , MS Office , network and printers set up and completely working perfectly within an hour .	I\O had\O my\O IWORKS\O ,\O Itunes\B ,\O Email\O ,\O MS\O Office\O ,\O network\O and\O printers\O set\O up\O and\O completely\O working\O perfectly\O within\O an\O hour\O .\O	I\O had\O my\O IWORKS\O ,\O Itunes\O ,\O Email\O ,\O MS\O Office\O ,\O network\O and\O printers\O set\O up\O and\O completely\O working\O perfectly\B within\O an\O hour\O .\O
train-304	I had my IWORKS , Itunes , Email , MS Office , network and printers set up and completely working perfectly within an hour .	I\O had\O my\O IWORKS\O ,\O Itunes\O ,\O Email\O ,\O MS\B Office\I ,\O network\O and\O printers\O set\O up\O and\O completely\O working\O perfectly\O within\O an\O hour\O .\O	I\O had\O my\O IWORKS\O ,\O Itunes\O ,\O Email\O ,\O MS\O Office\O ,\O network\O and\O printers\O set\O up\O and\O completely\O working\O perfectly\B within\O an\O hour\O .\O
train-305	little short on RAM but you get what you pay for .	little\O short\O on\O RAM\B but\O you\O get\O what\O you\O pay\O for\O .\O	little\O short\B on\O RAM\O but\O you\O get\O what\O you\O pay\O for\O .\O
train-306	Not easy to carry .	Not\O easy\O to\O carry\B .\O	Not\O easy\B to\O carry\O .\O
train-307	Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures .	Temperatures\B on\O the\O outside\O were\O alright\O but\O i\O did\O not\O track\O in\O Core\O Processing\O Unit\O temperatures\O .\O	Temperatures\O on\O the\O outside\O were\O alright\B but\O i\O did\O not\O track\O in\O Core\O Processing\O Unit\O temperatures\O .\O
train-308	The internet speed is spectacular .	The\O internet\B speed\I is\O spectacular\O .\O	The\O internet\O speed\O is\O spectacular\B .\O
train-309	Not to mention , the battery life is absolutely amazing .	Not\O to\O mention\O ,\O the\O battery\B life\I is\O absolutely\O amazing\O .\O	Not\O to\O mention\O ,\O the\O battery\O life\O is\O absolutely\O amazing\B .\O
train-310	Runs smooth and quick .	Runs\B smooth\O and\O quick\O .\O	Runs\O smooth\B and\O quick\B .\O
train-311	I regret buying it before understanding how awful it is to use .	I\O regret\O buying\O it\O before\O understanding\O how\O awful\O it\O is\O to\O use\B .\O	I\O regret\O buying\O it\O before\O understanding\O how\O awful\B it\O is\O to\O use\O .\O
train-312	I 've owned this labtop for less then two months , already the mouse button has broke .	I\O 've\O owned\O this\O labtop\O for\O less\O then\O two\O months\O ,\O already\O the\O mouse\B button\I has\O broke\O .\O	I\O 've\O owned\O this\O labtop\O for\O less\O then\O two\O months\O ,\O already\O the\O mouse\O button\O has\O broke\B .\O
train-313	It has easy to use features and all the speed and power I could ask for .	It\O has\O easy\O to\O use\O features\B and\O all\O the\O speed\O and\O power\O I\O could\O ask\O for\O .\O	It\O has\O easy\B to\O use\O features\O and\O all\O the\O speed\O and\O power\O I\O could\O ask\O for\O .\O
train-314	It has easy to use features and all the speed and power I could ask for .	It\O has\O easy\O to\O use\O features\O and\O all\O the\O speed\B and\O power\O I\O could\O ask\O for\O .\O	It\O has\O easy\B to\O use\O features\O and\O all\O the\O speed\O and\O power\O I\O could\O ask\O for\O .\O
train-315	It has easy to use features and all the speed and power I could ask for .	It\O has\O easy\O to\O use\O features\O and\O all\O the\O speed\O and\O power\B I\O could\O ask\O for\O .\O	It\O has\O easy\B to\O use\O features\O and\O all\O the\O speed\O and\O power\O I\O could\O ask\O for\O .\O
train-316	`` > iPhoto is probably the best program I have ever worked with : easy and convenient .	``\O >\O iPhoto\B is\O probably\O the\O best\O program\O I\O have\O ever\O worked\O with\O :\O easy\O and\O convenient\O .\O	``\O >\O iPhoto\O is\O probably\O the\O best\B program\O I\O have\O ever\O worked\O with\O :\O easy\B and\O convenient\B .\O
train-317	It 's priced very reasonable and works very well right out of the box .	It\O 's\O priced\B very\O reasonable\O and\O works\O very\O well\O right\O out\O of\O the\O box\O .\O	It\O 's\O priced\O very\O reasonable\B and\O works\O very\O well\O right\O out\O of\O the\O box\O .\O
train-318	It 's priced very reasonable and works very well right out of the box .	It\O 's\O priced\O very\O reasonable\O and\O works\B very\O well\O right\O out\O of\O the\O box\O .\O	It\O 's\O priced\O very\O reasonable\O and\O works\O very\O well\B right\O out\O of\O the\O box\O .\O
train-319	The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me ( I prefer it dark ) or if you can crank up the brightness .	The\O reflectiveness\O of\O the\O display\B is\O only\O a\O minor\O inconvenience\O if\O you\O work\O in\O a\O controlled-lighting\O environment\O like\O me\O (\O I\O prefer\O it\O dark\O )\O or\O if\O you\O can\O crank\O up\O the\O brightness\O .\O	The\O reflectiveness\O of\O the\O display\O is\O only\O a\O minor\B inconvenience\I if\O you\O work\O in\O a\O controlled-lighting\O environment\O like\O me\O (\O I\O prefer\O it\O dark\O )\O or\O if\O you\O can\O crank\O up\O the\O brightness\O .\O
train-320	The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me ( I prefer it dark ) or if you can crank up the brightness .	The\O reflectiveness\O of\O the\O display\O is\O only\O a\O minor\O inconvenience\O if\O you\O work\O in\O a\O controlled-lighting\O environment\O like\O me\O (\O I\O prefer\O it\O dark\O )\O or\O if\O you\O can\O crank\O up\O the\O brightness\B .\O	The\O reflectiveness\O of\O the\O display\O is\O only\O a\O minor\O inconvenience\O if\O you\O work\O in\O a\O controlled-lighting\O environment\O like\O me\O (\O I\O prefer\O it\O dark\O )\O or\O if\O you\O can\O crank\B up\I the\O brightness\O .\O
train-321	The OS is also very user friendly , even for those that switch from a PC , with a little practice you can take full advantage of this OS !	The\O OS\B is\O also\O very\O user\O friendly\O ,\O even\O for\O those\O that\O switch\O from\O a\O PC\O ,\O with\O a\O little\O practice\O you\O can\O take\O full\O advantage\O of\O this\O OS\O !\O	The\O OS\O is\O also\O very\O user\B friendly\I ,\O even\O for\O those\O that\O switch\O from\O a\O PC\O ,\O with\O a\O little\O practice\O you\O can\O take\O full\O advantage\O of\O this\O OS\O !\O
train-322	One night I turned the freaking thing off after using it , the next day I turn it on , no GUI , screen all dark , power light steady , hard drive light steady and not flashing as it usually does .	One\O night\O I\O turned\O the\O freaking\O thing\O off\O after\O using\O it\O ,\O the\O next\O day\O I\O turn\O it\O on\O ,\O no\O GUI\B ,\O screen\O all\O dark\O ,\O power\O light\O steady\O ,\O hard\O drive\O light\O steady\O and\O not\O flashing\O as\O it\O usually\O does\O .\O	One\O night\O I\O turned\O the\O freaking\O thing\O off\O after\O using\O it\O ,\O the\O next\O day\O I\O turn\O it\O on\O ,\O no\B GUI\O ,\O screen\O all\O dark\O ,\O power\O light\O steady\O ,\O hard\O drive\O light\O steady\O and\O not\O flashing\O as\O it\O usually\O does\O .\O
train-323	One night I turned the freaking thing off after using it , the next day I turn it on , no GUI , screen all dark , power light steady , hard drive light steady and not flashing as it usually does .	One\O night\O I\O turned\O the\O freaking\O thing\O off\O after\O using\O it\O ,\O the\O next\O day\O I\O turn\O it\O on\O ,\O no\O GUI\O ,\O screen\B all\O dark\O ,\O power\O light\O steady\O ,\O hard\O drive\O light\O steady\O and\O not\O flashing\O as\O it\O usually\O does\O .\O	One\O night\O I\O turned\O the\O freaking\O thing\O off\O after\O using\O it\O ,\O the\O next\O day\O I\O turn\O it\O on\O ,\O no\O GUI\O ,\O screen\O all\O dark\B ,\O power\O light\O steady\O ,\O hard\O drive\O light\O steady\O and\O not\O flashing\O as\O it\O usually\O does\O .\O
train-324	One night I turned the freaking thing off after using it , the next day I turn it on , no GUI , screen all dark , power light steady , hard drive light steady and not flashing as it usually does .	One\O night\O I\O turned\O the\O freaking\O thing\O off\O after\O using\O it\O ,\O the\O next\O day\O I\O turn\O it\O on\O ,\O no\O GUI\O ,\O screen\O all\O dark\O ,\O power\B light\I steady\O ,\O hard\O drive\O light\O steady\O and\O not\O flashing\O as\O it\O usually\O does\O .\O	One\O night\O I\O turned\O the\O freaking\O thing\O off\O after\O using\O it\O ,\O the\O next\O day\O I\O turn\O it\O on\O ,\O no\O GUI\O ,\O screen\O all\O dark\O ,\O power\O light\O steady\B ,\O hard\O drive\O light\O steady\O and\O not\O flashing\O as\O it\O usually\O does\O .\O
train-325	One night I turned the freaking thing off after using it , the next day I turn it on , no GUI , screen all dark , power light steady , hard drive light steady and not flashing as it usually does .	One\O night\O I\O turned\O the\O freaking\O thing\O off\O after\O using\O it\O ,\O the\O next\O day\O I\O turn\O it\O on\O ,\O no\O GUI\O ,\O screen\O all\O dark\O ,\O power\O light\O steady\O ,\O hard\B drive\I light\I steady\O and\O not\O flashing\O as\O it\O usually\O does\O .\O	One\O night\O I\O turned\O the\O freaking\O thing\O off\O after\O using\O it\O ,\O the\O next\O day\O I\O turn\O it\O on\O ,\O no\O GUI\O ,\O screen\O all\O dark\O ,\O power\O light\O steady\O ,\O hard\O drive\O light\O steady\B and\O not\O flashing\O as\O it\O usually\O does\O .\O
train-326	I have found it very easy to use , very imformative , wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs .	I\O have\O found\O it\O very\O easy\O to\O use\O ,\O very\O imformative\O ,\O wonder\O alerts\O and\O tutorials\O making\O it\O very\O easy\O for\O someone\O like\O me\O who\O is\O not\O exactly\O technologically\O advanced\O to\O learn\O to\O use\O the\O various\O features\B and\O programs\O .\O	I\O have\O found\O it\O very\O easy\O to\O use\O ,\O very\O imformative\O ,\O wonder\O alerts\O and\O tutorials\O making\O it\O very\O easy\O for\O someone\O like\O me\O who\O is\O not\O exactly\O technologically\O advanced\O to\O learn\O to\O use\O the\O various\B features\O and\O programs\O .\O
train-327	I have found it very easy to use , very imformative , wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs .	I\O have\O found\O it\O very\O easy\O to\O use\O ,\O very\O imformative\O ,\O wonder\O alerts\O and\O tutorials\O making\O it\O very\O easy\O for\O someone\O like\O me\O who\O is\O not\O exactly\O technologically\O advanced\O to\O learn\O to\O use\O the\O various\O features\O and\O programs\B .\O	I\O have\O found\O it\O very\O easy\O to\O use\O ,\O very\O imformative\O ,\O wonder\O alerts\O and\O tutorials\O making\O it\O very\O easy\O for\O someone\O like\O me\O who\O is\O not\O exactly\O technologically\O advanced\O to\O learn\O to\O use\O the\O various\B features\O and\O programs\O .\O
train-328	I have found it very easy to use , very imformative , wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs .	I\O have\O found\O it\O very\O easy\O to\O use\B ,\O very\O imformative\O ,\O wonder\O alerts\O and\O tutorials\O making\O it\O very\O easy\O for\O someone\O like\O me\O who\O is\O not\O exactly\O technologically\O advanced\O to\O learn\O to\O use\O the\O various\O features\O and\O programs\O .\O	I\O have\O found\O it\O very\O easy\B to\O use\O ,\O very\O imformative\O ,\O wonder\O alerts\O and\O tutorials\O making\O it\O very\O easy\O for\O someone\O like\O me\O who\O is\O not\O exactly\O technologically\O advanced\O to\O learn\O to\O use\O the\O various\O features\O and\O programs\O .\O
train-329	Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again .	Tech\O support\O tells\O me\O the\O latter\O problem\O is\O a\O power\B supply\I problem\O and\O have\O offered\O to\O fix\O it\O if\O it\O happens\O again\O .\O	Tech\O support\O tells\O me\O the\O latter\O problem\B is\O a\O power\O supply\O problem\B and\O have\O offered\O to\O fix\O it\O if\O it\O happens\O again\O .\O
train-330	I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen .	I\O also\O had\O a\O problem\O with\O the\O touchpad\B that\O caused\O the\O mouse\O pointer\O to\O jump\O all\O over\O the\O screen\O .\O	I\O also\O had\O a\O problem\B with\O the\O touchpad\O that\O caused\O the\O mouse\O pointer\O to\O jump\O all\O over\O the\O screen\O .\O
train-331	I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen .	I\O also\O had\O a\O problem\O with\O the\O touchpad\O that\O caused\O the\O mouse\O pointer\O to\O jump\O all\O over\O the\O screen\B .\O	I\O also\O had\O a\O problem\B with\O the\O touchpad\O that\O caused\O the\O mouse\O pointer\O to\O jump\O all\O over\O the\O screen\O .\O
train-332	I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen .	I\O also\O had\O a\O problem\O with\O the\O touchpad\O that\O caused\O the\O mouse\B pointer\I to\O jump\O all\O over\O the\O screen\O .\O	I\O also\O had\O a\O problem\B with\O the\O touchpad\O that\O caused\O the\O mouse\O pointer\O to\O jump\O all\O over\O the\O screen\O .\O
train-333	We carry the netbook around here and there , hence it 's kinda of irritating when the LCD just `` slide '' downwards .	We\O carry\O the\O netbook\O around\O here\O and\O there\O ,\O hence\O it\O 's\O kinda\O of\O irritating\O when\O the\O LCD\B just\O ``\O slide\O ''\O downwards\O .\O	We\O carry\O the\O netbook\O around\O here\O and\O there\O ,\O hence\O it\O 's\O kinda\O of\O irritating\B when\O the\O LCD\O just\O ``\O slide\O ''\O downwards\O .\O
train-334	the mouse is way way way to sensitve .	the\O mouse\B is\O way\O way\O way\O to\O sensitve\O .\O	the\O mouse\O is\O way\O way\O way\O to\B sensitve\I .\O
train-335	THE MOTHERBOARD IS DEAD !	THE\O MOTHERBOARD\B IS\O DEAD\O !\O	THE\O MOTHERBOARD\O IS\O DEAD\B !\O
train-336	The casing of the power cord fried and shocked my husband when he pulled it out of the socket .	The\O casing\B of\I the\I power\I cord\I fried\O and\O shocked\O my\O husband\O when\O he\O pulled\O it\O out\O of\O the\O socket\O .\O	The\O casing\O of\O the\O power\O cord\O fried\B and\O shocked\O my\O husband\O when\O he\O pulled\O it\O out\O of\O the\O socket\O .\O
